#proc cat nGausRV nGausWV
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 3 2
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 3 1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 3 2
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 3 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p05_0p1 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 4 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 3 2
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 3 1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p0_0p05_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 4 2
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p1_0p2_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p2_0p3_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p3_0p4_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p4_0p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p5_0p7_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_0p7_1p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p0_1p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_1p5_2p5_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_2p5_4p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p0165_0p0332_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p0_0p05 recoAbsPhiS_4p0_100p0_sigmaMoM_decorr_0p0_0p01076_SigmaMpTTag_0_18 -1 -1
InsideAcceptance_genAbsPhiS_0p1_0p2 recoAbsPhiS_0p05_0p1_sigmaMoM_decorr_0p01076_0p0165_SigmaMpTTag_0_18 -1 -1
